iter	RMSE
885	11.50326698
886	11.49579044
887	11.49250695
888	11.48776513
889	11.48007153
890	11.47972441
891	11.46387074
892	11.45519329
893	11.44932942
894	11.44077893
895	11.43389042
896	11.43104581
897	11.42416223
898	11.41474113
899	11.4026997
900	11.39450796
901	11.38579934
902	11.38279543
903	11.37378189
904	11.37310803
905	11.36412047
906	11.35679689
907	11.34700747
908	11.34233304
909	11.33402833
910	11.32260053
911	11.31366788
912	11.3061108
913	11.29963171
914	11.29474988
915	11.28363749
916	11.27491772
917	11.26958047
918	11.26317166
919	11.25601042
920	11.25099961
921	11.2429638
922	11.24123444
923	11.23499836
924	11.23191556
925	11.22793514
926	11.21567189
927	11.20480853
928	11.20377473
929	11.19770997
930	11.18797013
931	11.18096852
932	11.173763
933	11.16917065
934	11.15984385
935	11.15108489
936	11.14956915
937	11.14382348
938	11.13835552
939	11.13068665
940	11.1253124
941	11.11975431
942	11.11078981
943	11.10506616
944	11.09565913
945	11.0870115
946	11.0789956
947	11.06977064
948	11.06230573
949	11.05066672
950	11.04711533
951	11.04185561
952	11.03571617
953	11.02742162
954	11.02261713
955	11.01491984
956	11.01206966
957	11.00233376
958	10.99924454
959	10.99172798
960	10.98526182
961	10.98475451
962	10.98170484
963	10.97498606
964	10.9687348
965	10.9580758
966	10.95158548
967	10.94376055
968	10.93635591
969	10.92824853
970	10.92153239
971	10.91645371
972	10.9071946
973	10.89866666
974	10.8983846
975	10.89179459
976	10.88271639
977	10.87510163
978	10.86815189
979	10.86062624
980	10.85225256
981	10.84358707
982	10.83557972
983	10.82873552
984	10.82086648
985	10.81036839
986	10.80080479
987	10.79660051
988	10.79020521
989	10.78111678
990	10.77596386
991	10.77113024
992	10.76367322
993	10.75867177
994	10.75405519
995	10.74676699
996	10.73968073
997	10.73296984
998	10.72712044
999	10.71870333
